Year,Subregion,Species_CD,Abundance,Relative Abundance ,Effort
2009,3,66,0,0,55
2009,4,66,0,NaN,0
2010,1,66,0,0,188
2010,2,66,0,0,68
2010,3,66,0,0,41
2010,4,66,0.5,2.98E-06,383
2011,1,66,0,0,191
2011,2,66,0,0,82
2011,3,66,0.5,2.92E-05,44
2011,4,66,0,NaN,0
2012,1,66,0,0,223
2012,2,66,0,0,81
2012,3,66,0,0,28
2012,4,66,0,0,421
2014,1,66,0,0,25
2014,2,66,1.5,7.70E-05,43
2014,3,66,0,0,34
2014,4,66,0,0,409
1999,1,67,1.5,0.00015137,44
1999,2,67,2.5,0.00014678,70
1999,3,67,0,0,34
1999,4,67,2.5,3.48E-05,208
2000,1,67,15.5,0.00059611,90
2000,2,67,2.5,0.00017946,33
2000,3,67,1,0.00010852,32
2000,4,67,0.5,5.96E-06,194
2001,1,67,39,0.00045222,131
2001,2,67,14,0.00015571,51
2001,3,67,0,0,26
2001,4,67,0,NaN,0
2002,1,67,23,0.00040192,202
2002,2,67,12.5,0.00092259,54
2002,3,67,0,0,32
2002,4,67,0,NaN,0
2003,1,67,27,0.00041947,199
2003,2,67,18.5,0.0018316,22
2003,3,67,0.5,0.00011173,17
2003,4,67,0,NaN,0
2004,1,67,18.5,0.00038335,152
2004,2,67,0,NaN,0
2004,3,67,0,0,1
2004,4,67,4,3.32E-05,321
2005,1,67,31,0.00078277,148
2005,2,67,2.5,0.00013204,42
2005,3,67,0,0,18
2005,4,67,0,NaN,0
2006,1,67,60.667,0.0012768,193
2006,2,67,12,0.0005366,62
2006,3,67,0,0,23
2006,4,67,5,3.01E-05,262
2007,1,67,47.5,0.0010161,181
2007,2,67,40.5,0.0019834,66
2007,3,67,0,0,38
2007,4,67,0,NaN,0
2008,1,67,81,0.001323,221
2008,2,67,8,0.00029693,78
2008,3,67,9.5,0.00086858,41
2008,4,67,5,1.75E-05,353
2009,1,67,47.5,0.0005076,257
2009,2,67,40,0.00079306,107
2009,3,67,0.5,2.22E-05,55
2009,4,67,0,NaN,0
2010,1,67,16,0.00029481,188
2010,2,67,10.5,0.00036854,68
2010,3,67,0.5,3.34E-05,41
2010,4,67,3,1.79E-05,383
2011,1,67,74.5,0.0010929,191
2011,2,67,10,0.00029085,82
2011,3,67,4,0.00023386,44
2011,4,67,0,NaN,0
2012,1,67,18,0.00025173,223
2012,2,67,3.5,0.00010961,81
2012,3,67,0,0,28
2012,4,67,13,4.62E-05,421
2014,1,67,0,0,25
2014,2,67,2,0.00010262,43
2014,3,67,0.5,4.26E-05,34
2014,4,67,11.5,3.46E-05,409
1999,1,68,0,0,44
1999,2,68,0,0,70
1999,3,68,0,0,34
1999,4,68,0,0,208
2000,1,68,0,0,90
2000,2,68,0,0,33
2000,3,68,0,0,32
2000,4,68,0,0,194
2001,1,68,0,0,131
2001,2,68,1.5,1.67E-05,51
2001,3,68,0,0,26
2001,4,68,0,NaN,0
2002,1,68,10,0.00017475,202
2002,2,68,0,0,54
2002,3,68,0,0,32
2002,4,68,0,NaN,0
2003,1,68,77,0.0011963,199
2003,2,68,0,0,22
2003,3,68,0,0,17
2003,4,68,0,NaN,0
2004,1,68,20.5,0.00042479,152
2004,2,68,0,NaN,0
2004,3,68,0,0,1
2004,4,68,125,0.0010373,321
2005,1,68,90,0.0022726,148
2005,2,68,0,0,42
2005,3,68,0,0,18
2005,4,68,0,NaN,0
2006,1,68,98,0.0020625,193
2006,2,68,0,0,62
2006,3,68,0,0,23
2006,4,68,0,0,262
2007,1,68,0,0,181
2007,2,68,0,0,66
2007,3,68,0,0,38
2007,4,68,0,NaN,0
2008,1,68,52.5,0.00085748,221
2008,2,68,0,0,78
2008,3,68,0,0,41
2008,4,68,6,2.10E-05,353
2009,1,68,43.5,0.00046486,257
2009,2,68,75,0.001487,107
2009,3,68,0,0,55
2009,4,68,0,NaN,0
2010,1,68,10,0.00018426,188
2010,2,68,75,0.0026324,68
2010,3,68,0,0,41
2010,4,68,0.5,2.98E-06,383
2011,1,68,0,0,191
2011,2,68,9,0.00026176,82
2011,3,68,0,0,44
2011,4,68,0,NaN,0
2012,1,68,45.5,0.00063631,223
2012,2,68,7.5,0.00023489,81
2012,3,68,0,0,28
2012,4,68,133,0.00047269,421
2014,1,68,0,0,25
2014,2,68,14,0.00071837,43
2014,3,68,15,0.0012785,34
2014,4,68,6,1.81E-05,409
1999,1,69,0,0,44
1999,2,69,0,0,70
1999,3,69,0,0,34
1999,4,69,0,0,208
2000,1,69,0,0,90
2000,2,69,0,0,33
2000,3,69,0.5,5.43E-05,32
2000,4,69,0,0,194
2001,1,69,0,0,131
2001,2,69,0,0,51
2001,3,69,0,0,26
2001,4,69,0,NaN,0
2002,1,69,2,3.50E-05,202
2002,2,69,0,0,54
2002,3,69,0,0,32
2002,4,69,0,NaN,0
2003,1,69,0.5,7.77E-06,199
2003,2,69,0,0,22
2003,3,69,0,0,17
2003,4,69,0,NaN,0
2004,1,69,0,0,152
2004,2,69,0,NaN,0
2004,3,69,0,0,1
2004,4,69,0.5,4.15E-06,321
2005,1,69,0,0,148
2005,2,69,0.5,2.64E-05,42
2005,3,69,0,0,18
2005,4,69,0,NaN,0
2006,1,69,0,0,193
2006,2,69,0,0,62
2006,3,69,0,0,23
2006,4,69,0,0,262
2007,1,69,0,0,181
2007,2,69,0,0,66
2007,3,69,0,0,38
2007,4,69,0,NaN,0
2008,1,69,0,0,221
2008,2,69,0,0,78
2008,3,69,0,0,41
2008,4,69,0,0,353
2009,1,69,0.5,5.34E-06,257
2009,2,69,0,0,107
2009,3,69,0,0,55
2009,4,69,0,NaN,0
2010,1,69,0,0,188
2010,2,69,0,0,68
2010,3,69,0,0,41
2010,4,69,0,0,383
2011,1,69,0.5,7.33E-06,191
2011,2,69,0,0,82
2011,3,69,0,0,44
2011,4,69,0,NaN,0
2012,1,69,0,0,223
2012,2,69,0.5,1.57E-05,81
2012,3,69,0,0,28
2012,4,69,2,7.11E-06,421
2014,1,69,0,0,25
2014,2,69,0,0,43
2014,3,69,0,0,34
2014,4,69,0,0,409
1999,1,70,0,0,44
1999,2,70,0,0,70
1999,3,70,0,0,34
1999,4,70,0,0,208
2000,1,70,2,7.69E-05,90
2000,2,70,0,0,33
2000,3,70,5,0.00054259,32
2000,4,70,0,0,194
2001,1,70,0,0,131
2001,2,70,0,0,51
2001,3,70,0,0,26
2001,4,70,0,NaN,0
2002,1,70,0,0,202
2002,2,70,0,0,54
2002,3,70,0,0,32
2002,4,70,0,NaN,0
2003,1,70,0,0,199
2003,2,70,0,0,22
2003,3,70,0,0,17
2003,4,70,0,NaN,0
2004,1,70,0,0,152
2004,2,70,0,NaN,0
2004,3,70,0,0,1
2004,4,70,0,0,321
2005,1,70,0,0,148
2005,2,70,0,0,42
2005,3,70,0,0,18
2005,4,70,0,NaN,0
2006,1,70,0,0,193
2006,2,70,0,0,62
2006,3,70,0,0,23
2006,4,70,0,0,262
2007,1,70,0.5,1.07E-05,181
2007,2,70,0,0,66
2007,3,70,0,0,38
2007,4,70,0,NaN,0
2008,1,70,1,1.63E-05,221
2008,2,70,0,0,78
2008,3,70,0,0,41
2008,4,70,0,0,353
2009,1,70,0,0,257
2009,2,70,0,0,107
2009,3,70,0,0,55
2009,4,70,0,NaN,0
2010,1,70,0,0,188
2010,2,70,0,0,68
2010,3,70,0,0,41
2010,4,70,0,0,383
2011,1,70,0,0,191
2011,2,70,0,0,82
2011,3,70,0,0,44
2011,4,70,0,NaN,0
2012,1,70,0,0,223
2012,2,70,0,0,81
2012,3,70,0,0,28
2012,4,70,0,0,421
2014,1,70,0,0,25
2014,2,70,0,0,43
2014,3,70,0,0,34
2014,4,70,0,0,409
1999,1,71,2,0.00020183,44
1999,2,71,17.5,0.0010275,70
1999,3,71,2.5,0.00026317,34
1999,4,71,0.5,6.95E-06,208
2000,1,71,3.166,0.00012176,90
2000,2,71,12,0.00086139,33
2000,3,71,3,0.00032556,32
2000,4,71,0,0,194
2001,1,71,13.5,0.00015654,131
2001,2,71,0,0,51
2001,3,71,1,7.12E-05,26
2001,4,71,0,NaN,0
2002,1,71,4,6.99E-05,202
2002,2,71,0,0,54
2002,3,71,0,0,32
2002,4,71,0,NaN,0
2003,1,71,1.5,2.33E-05,199
2003,2,71,0,0,22
2003,3,71,0,0,17
2003,4,71,0,NaN,0
2004,1,71,142.5,0.0029528,152
2004,2,71,0,NaN,0
2004,3,71,0,0,1
2004,4,71,0,0,321
2005,1,71,1,2.53E-05,148
2005,2,71,0,0,42
2005,3,71,0.5,0.00010785,18
2005,4,71,0,NaN,0
2006,1,71,14.332,0.00030163,193
2006,2,71,2,8.94E-05,62
2006,3,71,0,0,23
2006,4,71,0,0,262
2007,1,71,6,0.00012835,181
2007,2,71,0,0,66
2007,3,71,21,0.0027632,38
2007,4,71,0,NaN,0
2008,1,71,2,3.27E-05,221
2008,2,71,1.5,5.57E-05,78
2008,3,71,2,0.00018286,41
2008,4,71,0,0,353
2009,1,71,5,5.34E-05,257
2009,2,71,0.5,9.91E-06,107
2009,3,71,0,0,55
2009,4,71,0,NaN,0
2010,1,71,26.5,0.00048828,188
2010,2,71,0,0,68
2010,3,71,5,0.0003339,41
2010,4,71,0,0,383
2011,1,71,0.5,7.33E-06,191
2011,2,71,0.5,1.45E-05,82
2011,3,71,1,5.85E-05,44
2011,4,71,0,NaN,0
2012,1,71,3.5,4.89E-05,223
2012,2,71,15.5,0.00048544,81
2012,3,71,0,0,28
2012,4,71,5,1.78E-05,421
2014,1,71,0,0,25
2014,2,71,0,0,43
2014,3,71,1.5,0.00012785,34
2014,4,71,0,0,409
1999,1,72,0,0,44
1999,2,72,27.5,0.0016146,70
1999,3,72,0,0,34
1999,4,72,90,0.0012517,208
2000,1,72,2.5,9.61E-05,90
2000,2,72,4,0.00028713,33
2000,3,72,1.5,0.00016278,32
2000,4,72,40,0.00047702,194
2001,1,72,11,0.00012755,131
2001,2,72,4.5,5.01E-05,51
2001,3,72,2,0.00014235,26
2001,4,72,0,NaN,0
2002,1,72,5,8.74E-05,202
2002,2,72,1.5,0.00011071,54
2002,3,72,1,5.50E-05,32
2002,4,72,0,NaN,0
2003,1,72,1.5,2.33E-05,199
2003,2,72,1,9.90E-05,22
2003,3,72,0,0,17
2003,4,72,0,NaN,0
2004,1,72,8.5,0.00017613,152
2004,2,72,0,NaN,0
2004,3,72,0,0,1
2004,4,72,3.5,2.90E-05,321
2005,1,72,13.5,0.00034088,148
2005,2,72,2,0.00010563,42
2005,3,72,0.5,0.00010785,18
2005,4,72,0,NaN,0
2006,1,72,12.5,0.00026307,193
2006,2,72,8,0.00035773,62
2006,3,72,3.5,0.00052107,23
2006,4,72,50.5,0.00030383,262
2007,1,72,38,0.00081286,181
2007,2,72,33,0.0016161,66
2007,3,72,7,0.00092107,38
2007,4,72,0,NaN,0
2008,1,72,16,0.00026133,221
2008,2,72,2.5,9.28E-05,78
2008,3,72,2,0.00018286,41
2008,4,72,52.5,0.00018333,353
2009,1,72,26.5,0.00028319,257
2009,2,72,8,0.00015861,107
2009,3,72,27,0.0011999,55
2009,4,72,0,NaN,0
2010,1,72,13.5,0.00024874,188
2010,2,72,23,0.00080728,68
2010,3,72,5,0.0003339,41
2010,4,72,21.5,0.00012797,383
2011,1,72,24,0.00035208,191
2011,2,72,41,0.0011925,82
2011,3,72,11,0.00064312,44
2011,4,72,0,NaN,0
2012,1,72,15.5,0.00021676,223
2012,2,72,36,0.0011275,81
2012,3,72,18.5,0.0014439,28
2012,4,72,65.5,0.00023279,421
2014,1,72,0.5,6.20E-05,25
2014,2,72,4,0.00020525,43
2014,3,72,14,0.0011932,34
2014,4,72,80,0.00024096,409
1999,1,73,0,0,44
1999,2,73,0,0,70
1999,3,73,0,0,34
1999,4,73,0.5,6.95E-06,208
2000,1,73,0,0,90
2000,2,73,0,0,33
2000,3,73,0,0,32
2000,4,73,0.5,5.96E-06,194
2001,1,73,0,0,131
2001,2,73,0,0,51
2001,3,73,0,0,26
2001,4,73,0,NaN,0
2002,1,73,0,0,202
2002,2,73,0,0,54
2002,3,73,0,0,32
2002,4,73,0,NaN,0
2003,1,73,0,0,199
2003,2,73,0,0,22
2003,3,73,0,0,17
2003,4,73,0,NaN,0
2004,1,73,0,0,152
2004,2,73,0,NaN,0
2004,3,73,0,0,1
2004,4,73,0,0,321
2005,1,73,0.5,1.26E-05,148
2005,2,73,0,0,42
2005,3,73,0,0,18
2005,4,73,0,NaN,0
2006,1,73,2,4.21E-05,193
2006,2,73,0,0,62
2006,3,73,1,0.00014888,23
2006,4,73,1,6.02E-06,262
2007,1,73,10.5,0.00022461,181
2007,2,73,7,0.00034281,66
2007,3,73,3.5,0.00046053,38
2007,4,73,0,NaN,0
2008,1,73,8.5,0.00013883,221
2008,2,73,3,0.00011135,78
2008,3,73,2,0.00018286,41
2008,4,73,18,6.29E-05,353
2009,1,73,15,0.0001603,257
2009,2,73,3.5,6.94E-05,107
2009,3,73,16.5,0.00073327,55
2009,4,73,0,NaN,0
2010,1,73,4,7.37E-05,188
2010,2,73,6,0.00021059,68
2010,3,73,0,0,41
2010,4,73,10,5.95E-05,383
2011,1,73,6,8.80E-05,191
2011,2,73,5,0.00014542,82
2011,3,73,2.5,0.00014616,44
2011,4,73,0,NaN,0
2012,1,73,9.5,0.00013286,223
2012,2,73,6,0.00018791,81
2012,3,73,0,0,28
2012,4,73,38.5,0.00013683,421
2014,1,73,10.5,0.0013013,25
2014,2,73,7,0.00035918,43
2014,3,73,0,0,34
2014,4,73,9.5,2.86E-05,409
1999,1,74,47.666,0.0048102,44
1999,2,74,353.5,0.020755,70
1999,3,74,137.5,0.014474,34
1999,4,74,1092.5,0.015194,208
2000,1,74,275.5,0.010595,90
2000,2,74,204.5,0.014679,33
2000,3,74,130.5,0.014162,32
2000,4,74,893,0.010649,194
2001,1,74,289,0.0033511,131
2001,2,74,297.5,0.0033089,51
2001,3,74,96,0.0068327,26
2001,4,74,0,NaN,0
2002,1,74,217.33,0.0037978,202
2002,2,74,97.5,0.0071962,54
2002,3,74,41.5,0.0022837,32
2002,4,74,0,NaN,0
2003,1,74,473.5,0.0073563,199
2003,2,74,94.5,0.0093558,22
2003,3,74,61.5,0.013743,17
2003,4,74,0,NaN,0
2004,1,74,539,0.011169,152
2004,2,74,0,NaN,0
2004,3,74,2,0.0064935,1
2004,4,74,1813,0.015045,321
2005,1,74,286.5,0.0072343,148
2005,2,74,40,0.0021127,42
2005,3,74,25,0.0053926,18
2005,4,74,0,NaN,0
2006,1,74,276.17,0.0058123,193
2006,2,74,159,0.00711,62
2006,3,74,51,0.0075927,23
2006,4,74,2961,0.017815,262
2007,1,74,281,0.0060109,181
2007,2,74,183.5,0.0089864,66
2007,3,74,103.5,0.013619,38
2007,4,74,0,NaN,0
2008,1,74,371.5,0.0060677,221
2008,2,74,374.5,0.0139,78
2008,3,74,216,0.019749,41
2008,4,74,2570,0.0089744,353
2009,1,74,862,0.0092117,257
2009,2,74,870,0.017249,107
2009,3,74,570.5,0.025353,55
2009,4,74,0,NaN,0
2010,1,74,327.5,0.0060344,188
2010,2,74,255,0.0089503,68
2010,3,74,228,0.015226,41
2010,4,74,1804,0.010737,383
2011,1,74,464,0.0068068,191
2011,2,74,518,0.015066,82
2011,3,74,194,0.011342,44
2011,4,74,0,NaN,0
2012,1,74,488.5,0.0068316,223
2012,2,74,365.5,0.011447,81
2012,3,74,103,0.008039,28
2012,4,74,2904,0.010321,421
2014,1,74,77.5,0.009605,25
2014,2,74,252.5,0.012956,43
2014,3,74,169.75,0.014468,34
2014,4,74,3131,0.0094307,409
1999,1,75,2.5,0.00025228,44
1999,2,75,88,0.0051667,70
1999,3,75,76.5,0.0080531,34
1999,4,75,22171,0.30835,208
2000,1,75,245,0.0094224,90
2000,2,75,239.5,0.017192,33
2000,3,75,208,0.022572,32
2000,4,75,26310,0.31376,194
2001,1,75,1062.5,0.01232,131
2001,2,75,3079.5,0.034252,51
2001,3,75,433,0.030819,26
2001,4,75,0,NaN,0
2002,1,75,386.83,0.0067598,202
2002,2,75,715.5,0.052809,54
2002,3,75,21,0.0011556,32
2002,4,75,0,NaN,0
2003,1,75,2861.8,0.044461,199
2003,2,75,0,0,22
2003,3,75,26,0.0058101,17
2003,4,75,0,NaN,0
2004,1,75,2263,0.046893,152
2004,2,75,0,NaN,0
2004,3,75,37.5,0.12175,1
2004,4,75,8867.2,0.073583,321
2005,1,75,1372.5,0.034657,148
2005,2,75,1996,0.10542,42
2005,3,75,106,0.022865,18
2005,4,75,0,NaN,0
2006,1,75,2509,0.052804,193
2006,2,75,4305,0.19251,62
2006,3,75,634,0.094387,23
2006,4,75,77462,0.46604,262
2007,1,75,2896.5,0.06196,181
2007,2,75,1062.5,0.052033,66
2007,3,75,364,0.047895,38
2007,4,75,0,NaN,0
2008,1,75,1663.5,0.02717,221
2008,2,75,1372.5,0.050943,78
2008,3,75,173.5,0.015863,41
2008,4,75,1.55E+05,0.54126,353
2009,1,75,2789.5,0.02981,257
2009,2,75,4841,0.09598,107
2009,3,75,1359,0.060395,55
2009,4,75,0,NaN,0
2010,1,75,3694.5,0.068073,188
2010,2,75,4955.5,0.17393,68
2010,3,75,2619.5,0.17493,41
2010,4,75,48586,0.28919,383
2011,1,75,9905,0.14531,191
2011,2,75,3933.5,0.1144,82
2011,3,75,2159,0.12623,44
2011,4,75,0,NaN,0
2012,1,75,10922,0.15274,223
2012,2,75,5492,0.172,81
2012,3,75,3697.5,0.28859,28
2012,4,75,1.07E+05,0.38029,421
2014,1,75,865.5,0.10727,25
2014,2,75,3077,0.15789,43
2014,3,75,645.5,0.055016,34
2014,4,75,1.71E+05,0.51506,409
1999,1,76,0,0,44
1999,2,76,0,0,70
1999,3,76,0,0,34
1999,4,76,0,0,208
2000,1,76,0,0,90
2000,2,76,0,0,33
2000,3,76,0,0,32
2000,4,76,0,0,194
2001,1,76,0,0,131
2001,2,76,0,0,51
2001,3,76,0,0,26
2001,4,76,0,NaN,0
2002,1,76,0,0,202
2002,2,76,0,0,54
2002,3,76,0,0,32
2002,4,76,0,NaN,0
2003,1,76,0,0,199
2003,2,76,0,0,22
2003,3,76,0,0,17
2003,4,76,0,NaN,0
2004,1,76,0,0,152
2004,2,76,0,NaN,0
2004,3,76,0,0,1
2004,4,76,0,0,321
2005,1,76,0,0,148
2005,2,76,0,0,42
2005,3,76,1,0.0002157,18
2005,4,76,0,NaN,0
2006,1,76,0,0,193
2006,2,76,0,0,62
2006,3,76,0,0,23
2006,4,76,0,0,262
2007,1,76,0.5,1.07E-05,181
2007,2,76,0,0,66
2007,3,76,0,0,38
2007,4,76,0,NaN,0
2008,1,76,0,0,221
2008,2,76,0,0,78
2008,3,76,0,0,41
2008,4,76,0,0,353
2009,1,76,0,0,257
2009,2,76,0,0,107
2009,3,76,1,4.44E-05,55
2009,4,76,0,NaN,0
2010,1,76,0,0,188
2010,2,76,0,0,68
2010,3,76,0,0,41
2010,4,76,0,0,383
2011,1,76,0,0,191
2011,2,76,0,0,82
2011,3,76,0,0,44
2011,4,76,0,NaN,0
2012,1,76,0,0,223
2012,2,76,0,0,81
2012,3,76,0,0,28
2012,4,76,0,0,421
2014,1,76,0,0,25
2014,2,76,0,0,43
2014,3,76,0,0,34
2014,4,76,0,0,409
1999,1,77,2.5,0.00025228,44
1999,2,77,46,0.0027008,70
1999,3,77,6,0.00063161,34
1999,4,77,24,0.00033378,208
2000,1,77,31.499,0.0012114,90
2000,2,77,42.5,0.0030507,33
2000,3,77,13.5,0.001465,32
2000,4,77,69.5,0.00082882,194
2001,1,77,125.5,0.0014552,131
2001,2,77,110.5,0.001229,51
2001,3,77,15.5,0.0011032,26
2001,4,77,0,NaN,0
2002,1,77,24.667,0.00043105,202
2002,2,77,15.5,0.001144,54
2002,3,77,0,0,32
2002,4,77,0,NaN,0
2003,1,77,8,0.00012429,199
2003,2,77,4,0.00039601,22
2003,3,77,0.5,0.00011173,17
2003,4,77,0,NaN,0
2004,1,77,19.5,0.00040407,152
2004,2,77,0,NaN,0
2004,3,77,0,0,1
2004,4,77,16,0.00013277,321
2005,1,77,21,0.00053027,148
2005,2,77,4.5,0.00023767,42
2005,3,77,1,0.0002157,18
2005,4,77,0,NaN,0
2006,1,77,6,0.00012628,193
2006,2,77,8.5,0.00038009,62
2006,3,77,2,0.00029775,23
2006,4,77,86.5,0.00052042,262
2007,1,77,41.5,0.00088773,181
2007,2,77,25,0.0012243,66
2007,3,77,6.5,0.00085528,38
2007,4,77,0,NaN,0
2008,1,77,37.5,0.00061248,221
2008,2,77,13.5,0.00050107,78
2008,3,77,10.5,0.00096001,41
2008,4,77,62,0.0002165,353
2009,1,77,64,0.00068393,257
2009,2,77,220.5,0.0043718,107
2009,3,77,69,0.0030664,55
2009,4,77,0,NaN,0
2010,1,77,28,0.00051591,188
2010,2,77,96.5,0.0033871,68
2010,3,77,139,0.0092824,41
2010,4,77,76.5,0.00045533,383
2011,1,77,55,0.00080684,191
2011,2,77,106.5,0.0030975,82
2011,3,77,52.5,0.0030694,44
2011,4,77,0,NaN,0
2012,1,77,39,0.00054541,223
2012,2,77,78,0.0024428,81
2012,3,77,14,0.0010927,28
2012,4,77,139,0.00049402,421
2014,1,77,14.25,0.0017661,25
2014,2,77,15.5,0.00079534,43
2014,3,77,3.5,0.00029831,34
2014,4,77,73,0.00021988,409
1999,1,78,0,0,44
1999,2,78,0,0,70
1999,3,78,0,0,34
1999,4,78,1,1.39E-05,208
2000,1,78,0,0,90
2000,2,78,0,0,33
2000,3,78,0,0,32
2000,4,78,0,0,194
2001,1,78,0,0,131
2001,2,78,0,0,51
2001,3,78,0,0,26
2001,4,78,0,NaN,0
2002,1,78,5.5,9.61E-05,202
2002,2,78,0,0,54
2002,3,78,0,0,32
2002,4,78,0,NaN,0
2003,1,78,0.5,7.77E-06,199
2003,2,78,0,0,22
2003,3,78,0,0,17
2003,4,78,0,NaN,0
2004,1,78,0.5,1.04E-05,152
2004,2,78,0,NaN,0
2004,3,78,0,0,1
2004,4,78,3,2.49E-05,321
2005,1,78,0.5,1.26E-05,148
2005,2,78,0,0,42
2005,3,78,0,0,18
2005,4,78,0,NaN,0
2006,1,78,0,0,193
2006,2,78,0,0,62
2006,3,78,0,0,23
2006,4,78,2.5,1.50E-05,262
2007,1,78,0.5,1.07E-05,181
2007,2,78,0,0,66
2007,3,78,0,0,38
2007,4,78,0,NaN,0
2008,1,78,0,0,221
2008,2,78,0,0,78
2008,3,78,0,0,41
2008,4,78,1.5,5.24E-06,353
2009,1,78,0,0,257
2009,2,78,1,1.98E-05,107
2009,3,78,0.5,2.22E-05,55
2009,4,78,0,NaN,0
2010,1,78,0,0,188
2010,2,78,0,0,68
2010,3,78,0,0,41
2010,4,78,3.5,2.08E-05,383
2011,1,78,1.5,2.20E-05,191
2011,2,78,0,0,82
2011,3,78,0,0,44
2011,4,78,0,NaN,0
2012,1,78,0,0,223
2012,2,78,0,0,81
2012,3,78,0,0,28
2012,4,78,4,1.42E-05,421
2014,1,78,0,0,25
2014,2,78,0,0,43
2014,3,78,0,0,34
2014,4,78,3.5,1.05E-05,409
1999,1,79,0,0,44
1999,2,79,0,0,70
1999,3,79,0,0,34
1999,4,79,0,0,208
2000,1,79,0,0,90
2000,2,79,0.5,3.59E-05,33
2000,3,79,0,0,32
2000,4,79,0,0,194
2001,1,79,0,0,131
2001,2,79,0,0,51
2001,3,79,0,0,26
2001,4,79,0,NaN,0
2002,1,79,0,0,202
2002,2,79,0,0,54
2002,3,79,0,0,32
2002,4,79,0,NaN,0
2003,1,79,0,0,199
2003,2,79,0,0,22
2003,3,79,0,0,17
2003,4,79,0,NaN,0
2004,1,79,0,0,152
2004,2,79,0,NaN,0
2004,3,79,0,0,1
2004,4,79,0.5,4.15E-06,321
2005,1,79,0,0,148
2005,2,79,0,0,42
2005,3,79,0,0,18
2005,4,79,0,NaN,0
2006,1,79,0,0,193
2006,2,79,0,0,62
2006,3,79,0,0,23
2006,4,79,0.5,3.01E-06,262
2007,1,79,0.5,1.07E-05,181
2007,2,79,0,0,66
2007,3,79,0,0,38
2007,4,79,0,NaN,0
2008,1,79,0,0,221
2008,2,79,0,0,78
2008,3,79,0,0,41
2008,4,79,3,1.05E-05,353
2009,1,79,0,0,257
2009,2,79,0,0,107
2009,3,79,0,0,55
2009,4,79,0,NaN,0
2010,1,79,0,0,188
2010,2,79,0,0,68
2010,3,79,0,0,41
2010,4,79,0,0,383
2011,1,79,0,0,191
2011,2,79,0,0,82
2011,3,79,0.5,2.92E-05,44
2011,4,79,0,NaN,0
2012,1,79,0,0,223
2012,2,79,0,0,81
2012,3,79,0,0,28
2012,4,79,0,0,421
2014,1,79,0,0,25
2014,2,79,0,0,43
2014,3,79,0,0,34
2014,4,79,0,0,409
1999,1,80,11.999,0.0012109,44
1999,2,80,17.5,0.0010275,70
1999,3,80,20.5,0.002158,34
1999,4,80,421.67,0.0058644,208
2000,1,80,19,0.00073072,90
2000,2,80,46,0.003302,33
2000,3,80,59,0.0064026,32
2000,4,80,431,0.0051399,194
2001,1,80,74,0.00085807,131
2001,2,80,96.5,0.0010733,51
2001,3,80,70,0.0049822,26
2001,4,80,0,NaN,0
2002,1,80,25.5,0.00044561,202
2002,2,80,22.5,0.0016607,54
2002,3,80,17.5,0.00096299,32
2002,4,80,0,NaN,0
2003,1,80,73.5,0.0011419,199
2003,2,80,19.5,0.0019306,22
2003,3,80,28,0.006257,17
2003,4,80,0,NaN,0
2004,1,80,40.5,0.00083923,152
2004,2,80,0,NaN,0
2004,3,80,2,0.0064935,1
2004,4,80,469.5,0.0038961,321
2005,1,80,58.5,0.0014772,148
2005,2,80,38.5,0.0020334,42
2005,3,80,38.5,0.0083046,18
2005,4,80,0,NaN,0
2006,1,80,32,0.00067347,193
2006,2,80,43,0.0019228,62
2006,3,80,8,0.001191,23
2006,4,80,647,0.0038926,262
2007,1,80,97,0.0020749,181
2007,2,80,63.5,0.0031097,66
2007,3,80,33.5,0.004408,38
2007,4,80,0,NaN,0
2008,1,80,50.5,0.00082481,221
2008,2,80,26,0.00096503,78
2008,3,80,28.5,0.0026058,41
2008,4,80,1576,0.0055034,353
2009,1,80,54.5,0.00058241,257
2009,2,80,102,0.0020223,107
2009,3,80,36,0.0015999,55
2009,4,80,0,NaN,0
2010,1,80,78,0.0014372,188
2010,2,80,51.5,0.0018076,68
2010,3,80,17,0.0011353,41
2010,4,80,1208,0.0071901,383
2011,1,80,81.5,0.0011956,191
2011,2,80,134,0.0038973,82
2011,3,80,81.5,0.0047649,44
2011,4,80,0,NaN,0
2012,1,80,110,0.0015383,223
2012,2,80,93.5,0.0029283,81
2012,3,80,27,0.0021073,28
2012,4,80,1481,0.0052636,421
2014,1,80,14.25,0.0017661,25
2014,2,80,43.25,0.0022192,43
2014,3,80,10,0.0008523,34
2014,4,80,836.5,0.0025196,409
1999,1,81,0,0,44
1999,2,81,9.5,0.00055776,70
1999,3,81,4,0.00042107,34
1999,4,81,171,0.0023782,208
2000,1,81,2.667,0.00010257,90
2000,2,81,2,0.00014356,33
2000,3,81,3,0.00032556,32
2000,4,81,98,0.0011687,194
2001,1,81,9,0.00010436,131
2001,2,81,3.5,3.89E-05,51
2001,3,81,10,0.00071174,26
2001,4,81,0,NaN,0
2002,1,81,6.5,0.00011359,202
2002,2,81,6.5,0.00047975,54
2002,3,81,2,0.00011006,32
2002,4,81,0,NaN,0
2003,1,81,8,0.00012429,199
2003,2,81,7,0.00069302,22
2003,3,81,2,0.00044693,17
2003,4,81,0,NaN,0
2004,1,81,4.5,9.32E-05,152
2004,2,81,0,NaN,0
2004,3,81,0,0,1
2004,4,81,72,0.00059748,321
2005,1,81,18,0.00045451,148
